Reference	Localized Group	Message	Selections	
figs-abstractnouns_8_9__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	આપણા પ્રભુ ઈસુ ખ્રિસ્તની કૃપા-1	
figs-abstractnouns_8_9__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તેની દરિદ્રતાથી-1	
figs-abstractnouns_9_10__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તમારા ન્યાયીપણાના-1	
figs-abstractnouns_9_11__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	પૂરી ઉદારતા-1	
figs-abstractnouns_9_11__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ઈશ્વરની આભારસ્તુતિ ઉત્પન્ન કરે,-1	
figs-abstractnouns_9_12__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ઈશ્વરની ઘણી આભારસ્તુતિ સાથે પણ ભરપૂર છે.-1	
figs-abstractnouns_9_13__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	આ સેવાકાર્યના પુરાવા-1	
figs-abstractnouns_9_13__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તમારી કબૂલાતની આજ્ઞાપાલન-1	
figs-abstractnouns_9_13__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તેમના પ્રત્યે અને દરેક પ્રત્યેની ઐક્યતાની ઉદારતાના આધારે-1	
figs-abstractnouns_9_14__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ઈશ્વરની ઘણી કૃપાને લીધે-1	
figs-abstractnouns_9_2__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તમારી ઉત્કંઠા-1	
figs-abstractnouns_9_2__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તમારી ઉત્કંઠાથી-1	
figs-abstractnouns_9_8__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	સર્વ-1 કૃપા-1	
figs-abstractnouns_9_8__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	પુષ્કળ સમૃદ્ધિ હોવાને લીધે-1	
figs-abstractnouns_9_9__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તેનું ન્યાયીપણું અનંતકાળ ટકે છે."-1	
figs-activepassive_10_10__1	Active or Passive	unable to migrate selection, no match found for check in new resources	દમ વગરનું-1	
figs-activepassive_10_15__1	Active or Passive	unable to migrate selection, no match found for check in new resources	પુષ્કળ વધીશું.-1	
figs-activepassive_10_16__1	Active or Passive	unable to migrate selection, no match found for check in new resources	બીજાની હદમાં તૈયાર થયેલો ક્ષેત્ર-1	
figs-activepassive_10_7__1	Active or Passive	unable to migrate selection, no match found for check in new resources	પોતાને વિષે ભરોસો હો-1	
figs-activepassive_10_8__1	Active or Passive	unable to migrate selection, no match found for check in new resources	તો પણ હું શરમાવું નહિ,-1	
figs-activepassive_11_25__1	Active or Passive	unable to migrate selection, no match found for check in new resources	મારું વહાણ ભાંગી ગયું-1	
figs-activepassive_11_29__1	Active or Passive	unable to migrate selection, no match found for check in new resources	કોને ઠોકર ખવડાવવામાં આવે છે, અને શું મારું હ્રદય બળતું નથી?-1	
figs-activepassive_11_31__1	Active or Passive	unable to migrate selection, no match found for check in new resources	સર્વકાળ સ્તુત્ય છે-1	
figs-activepassive_11_33__1	Active or Passive	unable to migrate selection, no match found for check in new resources	મને-1 ઉતારી મુકવામાં આવ્યો-1	
figs-activepassive_11_3__1	Active or Passive	unable to migrate selection, no match found for check in new resources	તમારા મન-1 ભ્રષ્ટ થાય.-1	
figs-activepassive_11_7__1	Active or Passive	unable to migrate selection, no match found for check in new resources	તમે પોતે ઉચ્ચ થાઓ-1	
figs-activepassive_12_13__1	Active or Passive	unable to migrate selection, no match found for check in new resources	તમારી સાથે ખરાબ વર્તન-1 થયું-1	
figs-activepassive_12_15__1	Active or Passive	unable to migrate selection, no match found for check in new resources	હું પંડે-1 ખરચાઈ જઈશ-1	
figs-activepassive_12_15__1	Active or Passive	unable to migrate selection, no match found for check in new resources	તો શું તમે મારા પર ઓછો પ્રેમ રાખશો?-1	
figs-activepassive_12_19__1	Active or Passive	unable to migrate selection, no match found for check in new resources	વ્હાલાઓ-1	
figs-activepassive_12_2__1	Active or Passive	unable to migrate selection, no match found for check in new resources	{જેને}-1 ઉપાડી લેવામાં આવ્યો.-1	
figs-activepassive_12_4__1	Active or Passive	unable to migrate selection, no match found for check in new resources	તેને પારાદૈસમાં ઉપાડી લેવામાં આવ્યો-1	
figs-activepassive_12_4__1	Active or Passive	unable to migrate selection, no match found for check in new resources	માણસથી બોલી શકાય નહિ એવી-1	
figs-activepassive_12_9__1	Active or Passive	unable to migrate selection, no match found for check in new resources	કેમ કે મારું સામર્થ્ય નિર્બળતામાં સંપૂર્ણ થાય છે-1	
figs-activepassive_13_11__1	Active or Passive	unable to migrate selection, no match found for check in new resources	પુનઃસ્થાપિત થાઓ-1	
figs-activepassive_13_11__1	Active or Passive	unable to migrate selection, no match found for check in new resources	દિલાસિત થાઓ-1	
figs-activepassive_13_6__1	Active or Passive	unable to migrate selection, no match found for check in new resources	અમને નાપસંદ કરવામાં આવ્યા નથી-1	
figs-activepassive_13_7__1	Active or Passive	unable to migrate selection, no match found for check in new resources	તે અમે પસંદ કરાએલા દેખાઈએ-1	
figs-activepassive_13_7__1	Active or Passive	unable to migrate selection, no match found for check in new resources	જોકે અમે નાપસંદ કરાયેલા જેવા હોઈએ તોપણ,-1	
figs-activepassive_1_11__1	Active or Passive	unable to migrate selection, no match found for check in new resources	અમારી વતી ઘણાં આભારસ્તુતિ કરે.-1	
figs-activepassive_1_16__1	Active or Passive	unable to migrate selection, no match found for check in new resources	તમારી પાસેથી યહુદીયા તરફ જવાને-1	
figs-activepassive_1_19__1	Active or Passive	unable to migrate selection, no match found for check in new resources	જે અમારા દ્વારા મારા તથા સિલ્વાનુસ તથા તિમોથી દ્વારા તમારામાં પ્રગટ કરવામાં આવ્યો તે-1	
figs-activepassive_1_20__1	Active or Passive	unable to migrate selection, no match found for check in new resources	"આમીન" પણ {છે}.-1	
figs-activepassive_1_4__1	Active or Passive	unable to migrate selection, no match found for check in new resources	અમને પોતાને ઈશ્વર તરફથી જે દિલાસો મળે છે-1	
figs-activepassive_2_11__1	Active or Passive	unable to migrate selection, no match found for check in new resources	શેતાન આપણા પર ફાવી ન જાય-1	
figs-activepassive_2_4__1	Active or Passive	unable to migrate selection, no match found for check in new resources	તમે ખેદિત થાઓ-1	
figs-activepassive_3_14__1	Active or Passive	unable to migrate selection, no match found for check in new resources	તેઓના મન કઠણ થયા-1	
